PG.ProteinGroups,PG.Genes,short.name,GO,sub.cell,description,GO.ID,ConditionNorm_P_0_1,ConditionNorm_P_0_2,ConditionNorm_P_0_3,ConditionNorm_P_300_1,ConditionNorm_P_300_2,ConditionNorm_P_300_3,median,Log2,logFC,AveExpr,t,P.Value,adj.P.Val,B,mass,neglog.adj.P.Val.,TotalPeptidesOverallInGene,P0_Undetected,P300_Undetected,medians_.ConditionNorm_P_0_1_ConditionNorm_P_0_2_ConditionNorm_P_0_3,medians_.ConditionNorm_P_300_1_ConditionNorm_P_300_2_ConditionNorm_P_300_3,Ratio,Ratio_log2,ConditionNorm_P_300_1_log2,ConditionNorm_P_300_2_log2,ConditionNorm_P_300_3_log2
Q8NF37,LPCAT1,PCAT1_HUMAN,azurophil granule membrane [GO:0035577]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; lipid droplet [GO:0005811]; membrane [GO:0016020]; plasma membrane [GO:0005886]; 1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]; 1-acylglycerophosphocholine O-acyltransferase activity [GO:0047184]; 1-alkenylglycerophosphocholine O-acyltransferase activity [GO:0047159]; 1-alkylglycerophosphocholine O-acetyltransferase activity [GO:0047192]; 1-alkylglycerophosphocholine O-acyltransferase activity [GO:0047191]; 2-acylglycerol-3-phosphate O-acyltransferase activity [GO:0047144]; calcium ion binding [GO:0005509]; negative regulation of phosphatidylcholine biosynthetic process [GO:2001246]; neutrophil degranulation [GO:0043312]; phosphatidic acid biosynthetic process [GO:0006654]; phosphatidylcholine acyl-chain remodeling [GO:0036151]; phosphatidylcholine biosynthetic process [GO:0006656]; phosphatidylglycerol acyl-chain remodeling [GO:0036148]; phospholipid biosynthetic process [GO:0008654]; positive regulation of protein catabolic process [GO:0045732]; retina development in camera-type eye [GO:0060041]; surfactant homeostasis [GO:0043129],"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:21498505}; Single-pass type II membrane protein {ECO:0000269|PubMed:21498505}. Golgi apparatus membrane {ECO:0000269|PubMed:21498505}; Single-pass type II membrane protein {ECO:0000269|PubMed:21498505}. Lipid droplet {ECO:0000269|PubMed:21498505}. Note=May adopt a monotopic topology when embedded in the lipid monolayer of the lipid droplet, with both termini exposed to the cytoplasm. {ECO:0000269|PubMed:21498505}.",Lysophosphatidylcholine acyltransferase 1 (LPC acyltransferase 1) (LPCAT-1) (LysoPC acyltransferase 1) (EC 2.3.1.23) (1-acylglycerophosphocholine O-acyltransferase) (1-alkylglycerophosphocholine O-acetyltransferase) (EC 2.3.1.67) (Acetyl-CoA:lyso-platelet-activating factor acetyltransferase) (Acetyl-CoA:lyso-PAF acetyltransferase) (Lyso-PAF acetyltransferase) (LysoPAFAT) (Acyltransferase-like 2) (Phosphonoformate immuno-associated protein 3),GO:0000139; GO:0003841; GO:0005509; GO:0005783; GO:0005789; GO:0005794; GO:0005811; GO:0005886; GO:0006654; GO:0006656; GO:0008654; GO:0016020; GO:0016021; GO:0035577; GO:0036148; GO:0036151; GO:0043129; GO:0043312; GO:0045732; GO:0047144; GO:0047159; GO:0047184; GO:0047191; GO:0047192; GO:0060041; GO:2001246,0.00023341,0.000169817,0.000231061,0.040334787,0.028515744,0.021899433,0.028515744,-5.132097514,0.030038559,0.015230709,5.788393335,0.003483696,0.040027433,-5.053244099,59151,1.39764226,11,0,0,0.000231061,0.028515744,123.4119493,6.94733828,-4.631831559,-5.132097514,-5.512962647
Q96S90,LYSMD1,LYSM1_HUMAN,nucleoplasm [GO:0005654]; nucleus [GO:0005634],NA,LysM and putative peptidoglycan-binding domain-containing protein 1,GO:0005634; GO:0005654,4.52E-05,1.00E-07,1.00E-07,0.106489221,0.061631359,0.067348159,0.067348159,-3.892217685,0.078474448,0.039252356,5.784441247,0.003492992,0.04008044,-5.056461707,25003,1.397067519,3,2,0,1.00E-07,0.067348159,673481.5878,19.36127898,-3.23122069,-4.020191588,-3.892217685
P78559,MAP1A,MAP1A_HUMAN,axon [GO:0030424]; axon cytoplasm [GO:1904115]; cytoplasm [GO:0005737]; dendritic branch [GO:0044307]; dendritic shaft [GO:0043198]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; primary dendrite [GO:0150001]; actin binding [GO:0003779]; cytoskeletal adaptor activity [GO:0008093]; microtubule binding [GO:0008017]; structural molecule activity [GO:0005198]; tubulin binding [GO:0015631]; anterograde axonal protein transport [GO:0099641]; associative learning [GO:0008306]; memory [GO:0007613]; microtubule cytoskeleton organization [GO:0000226]; negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; positive regulation of cellular protein localization [GO:1903829]; positive regulation of protein localization to cell surface [GO:2000010]; regulation of synaptic plasticity [GO:0048167]; retrograde axonal protein transport [GO:0099642],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000305}.",Microtubule-associated protein 1A (MAP-1A) (Proliferation-related protein p80) [Cleaved into: MAP1A heavy chain; MAP1 light chain LC2],GO:0000226; GO:0003779; GO:0005198; GO:0005737; GO:0005874; GO:0005875; GO:0007613; GO:0008017; GO:0008093; GO:0008306; GO:0015631; GO:0030424; GO:0032435; GO:0043198; GO:0044307; GO:0048167; GO:0099641; GO:0099642; GO:0150001; GO:1903829; GO:1904115; GO:2000010,0.000220315,0.000248196,0.000186955,0.03427855,0.026359842,0.018059463,0.026359842,-5.245514481,0.02601413,0.013225553,5.772388209,0.003521527,0.040238183,-5.066285218,305485,1.395361641,46,0,0,0.000220315,0.026359842,119.6460231,6.902628634,-4.866550106,-5.245514481,-5.791101212
Q9GZR7,DDX24,DDX24_HUMAN,cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleolus [GO:0005730]; ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; RNA metabolic process [GO:0016070]; RNA secondary structure unwinding [GO:0010501],NA,ATP-dependent RNA helicase DDX24 (EC 3.6.4.13) (DEAD box protein 24),GO:0003723; GO:0003724; GO:0004004; GO:0005524; GO:0005730; GO:0005737; GO:0010501; GO:0016020; GO:0016070,0.000142388,0.010744629,0.000174439,0.023064858,0.023016445,0.025945916,0.023064858,-5.438159771,0.020321921,0.013848112,5.770031867,0.003527138,0.040238183,-5.068207539,96332,1.395361641,11,0,0,0.000174439,0.023064858,132.2232198,7.046831742,-5.438159771,-5.441191191,-5.268348733
P53396,ACLY,ACLY_HUMAN,azurophil granule lumen [GO:0035578]; citrate lyase complex [GO:0009346]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP citrate synthase activity [GO:0003878]; cofactor binding [GO:0048037]; metal ion binding [GO:0046872]; acetyl-CoA biosynthetic process [GO:0006085]; cholesterol biosynthetic process [GO:0006695]; citrate metabolic process [GO:0006101]; coenzyme A metabolic process [GO:0015936]; fatty acid biosynthetic process [GO:0006633]; fatty-acyl-CoA biosynthetic process [GO:0046949]; lipid biosynthetic process [GO:0008610]; neutrophil degranulation [GO:0043312]; oxaloacetate metabolic process [GO:0006107]; positive regulation of cellular metabolic process [GO:0031325],SUBCELLULAR LOCATION: Cytoplasm.,ATP-citrate synthase (EC 2.3.3.8) (ATP-citrate (pro-S-)-lyase) (ACL) (Citrate cleavage enzyme),GO:0003878; GO:0005524; GO:0005576; GO:0005654; GO:0005829; GO:0005886; GO:0006085; GO:0006101; GO:0006107; GO:0006633; GO:0006695; GO:0008610; GO:0009346; GO:0015936; GO:0016020; GO:0031325; GO:0035578; GO:0043312; GO:0046872; GO:0046949; GO:0048037; GO:0070062; GO:1904813,1.00E-07,1.00E-07,1.00E-07,0.001772844,0.001141181,0.001034578,0.001141181,-9.775257232,0.001316101,0.00065815,5.769888649,0.00352748,0.040238183,-5.068324397,120839,1.395361641,50,3,0,1.00E-07,0.001141181,11411.80541,13.47823943,-9.139718832,-9.775257232,-9.916741315
Q8IVL0,NAV3,NAV3_HUMAN,nuclear outer membrane [GO:0005640]; ATP binding [GO:0005524]; microtubule binding [GO:0008017]; negative regulation of cell migration [GO:0030336]; negative regulation of interleukin-2 production [GO:0032703]; negative regulation of microtubule depolymerization [GO:0007026]; positive regulation of invadopodium disassembly [GO:1905929]; positive regulation of microtubule polymerization [GO:0031116],SUBCELLULAR LOCATION: Nucleus outer membrane {ECO:0000250}.,Neuron navigator 3 (Pore membrane and/or filament-interacting-like protein 1) (Steerin-3) (Unc-53 homolog 3) (unc53H3),GO:0005524; GO:0005640; GO:0007026; GO:0008017; GO:0030336; GO:0031116; GO:0032703; GO:1905929,0.000167255,0.000125183,7.51E-05,0.044735948,0.046082938,0.024701441,0.044735948,-4.482421598,0.038384271,0.01931464,5.768819421,0.00353003,0.040238183,-5.069196897,255648,1.395361641,19,0,0,0.000125183,0.044735948,357.3630565,8.481246689,-4.482421598,-4.439623506,-5.339261007
Q9BZR6,RTN4R,RTN4R_HUMAN,anchored component of external side of plasma membrane [GO:0031362]; axonal growth cone [GO:0044295]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; dendritic shaft [GO:0043198]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; membrane raft [GO:0045121]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; chondroitin sulfate binding [GO:0035374]; ganglioside GM1 binding [GO:1905573]; ganglioside GT1b binding [GO:1905576]; heparin binding [GO:0008201]; neuregulin receptor activity [GO:0038131]; protein kinase inhibitor activity [GO:0004860]; signaling receptor activity [GO:0038023]; axonogenesis [GO:0007409]; cell surface receptor signaling pathway [GO:0007166]; corpus callosum development [GO:0022038]; cytokine-mediated signaling pathway [GO:0019221]; negative regulation of axon extension [GO:0030517]; negative regulation of axon regeneration [GO:0048681]; negative regulation of axonogenesis [GO:0050771]; negative regulation of JAK-STAT cascade [GO:0046426]; negative regulation of neuron projection development [GO:0010977]; negative regulation of protein kinase activity [GO:0006469]; neuronal signal transduction [GO:0023041]; positive regulation of GTPase activity [GO:0043547]; positive regulation of Rho protein signal transduction [GO:0035025],"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12426574, ECO:0000269|PubMed:12694398, ECO:0000269|PubMed:12839991, ECO:0000269|PubMed:16712417, ECO:0000269|PubMed:18411262}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:12694398}. Membrane raft {ECO:0000269|PubMed:12694398}. Cell projection, dendrite {ECO:0000250|UniProtKB:Q99PI8}. Cell projection, axon {ECO:0000250|UniProtKB:Q99PI8}. Perikaryon {ECO:0000250|UniProtKB:Q99M75}. Note=Detected along dendrites and axons, close to synapses, but clearly excluded from synapses. {ECO:0000250|UniProtKB:Q99PI8}.",Reticulon-4 receptor (Nogo receptor) (NgR) (Nogo-66 receptor),GO:0004860; GO:0005737; GO:0005783; GO:0005886; GO:0005887; GO:0006469; GO:0007166; GO:0007409; GO:0008201; GO:0009986; GO:0010977; GO:0019221; GO:0022038; GO:0023041; GO:0030517; GO:0031362; GO:0035025; GO:0035374; GO:0038023; GO:0038131; GO:0043005; GO:0043025; GO:0043198; GO:0043204; GO:0043547; GO:0044295; GO:0045121; GO:0046426; GO:0048681; GO:0050771; GO:0070062; GO:1905573; GO:1905576,0.413150975,0.479561421,0.497816721,0.726203527,0.666122023,0.630519366,0.666122023,-0.586141615,0.210771933,0.568895672,5.768730323,0.003530242,0.040238183,-5.069269607,50708,1.395361641,4,0,0,0.479561421,0.666122023,1.389023373,0.474070876,-0.461554158,-0.586141615,-0.665387411
O60291,MGRN1,MGRN1_HUMAN,cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome [GO:0005769]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; metal ion binding [GO:0046872]; ubiquitin-protein transferase activity [GO:0004842]; endosome to lysosome transport [GO:0008333]; negative regulation of cAMP-mediated signaling [GO:0043951]; negative regulation of G-protein coupled receptor protein signaling pathway [GO:0045744]; negative regulation of smoothened signaling pathway [GO:0045879]; protein monoubiquitination [GO:0006513],"SUBCELLULAR LOCATION: Early endosome {ECO:0000269|PubMed:17229889, ECO:0000269|PubMed:19737927}. Note=The endosomal localization is dependent on the interaction with TSG101.; SUBCELLULAR LOCATION: Isoform 1: Cytoplasm, cytosol. Nucleus. Note=Translocation from the cytosol to the nucleus is seen only in the presence of MC1R and MC4R, but not TBXA2R. Excluded from nucleoli.; SUBCELLULAR LOCATION: Isoform 2: Cytoplasm, cytosol. Nucleus. Note=Translocation from the cytosol to the nucleus is seen only in the presence of MC1R and MC4R, but not TBXA2R. Excluded from nucleoli.; SUBCELLULAR LOCATION: Isoform 3: Cytoplasm, cytosol. Cell membrane.; SUBCELLULAR LOCATION: Isoform 4: Cytoplasm, cytosol. Cell membrane.",E3 ubiquitin-protein ligase MGRN1 (EC 2.3.2.27) (Mahogunin RING finger protein 1) (RING finger protein 156) (RING-type E3 ubiquitin transferase MGRN1),GO:0004842; GO:0005634; GO:0005737; GO:0005769; GO:0005829; GO:0005886; GO:0006513; GO:0008333; GO:0016020; GO:0043951; GO:0045744; GO:0045879; GO:0046872; GO:0070062,8.71E-06,1.00E-07,1.00E-07,0.075717322,0.118126178,0.067360928,0.075717322,-3.723232802,0.087065173,0.043535556,5.756731398,0.003559015,0.040458396,-5.079069514,60753,1.392991341,9,2,0,1.00E-07,0.075717322,757173.221,19.53026386,-3.723232802,-3.081599378,-3.891944169
Q9BZ72,PITPNM2,PITM2_HUMAN,cell body [GO:0044297]; cytosol [GO:0005829]; endomembrane system [GO:0012505]; membrane [GO:0016020]; calcium ion binding [GO:0005509]; lipid binding [GO:0008289]; phosphatidylinositol transporter activity [GO:0008526]; receptor tyrosine kinase binding [GO:0030971]; phosphatidylinositol biosynthetic process [GO:0006661]; phosphatidylinositol-mediated signaling [GO:0048015],SUBCELLULAR LOCATION: Endomembrane system {ECO:0000269|PubMed:22361696}; Peripheral membrane protein {ECO:0000269|PubMed:22361696}.,"Membrane-associated phosphatidylinositol transfer protein 2 (Phosphatidylinositol transfer protein, membrane-associated 2) (PITPnm 2) (Pyk2 N-terminal domain-interacting receptor 3) (NIR-3)",GO:0005509; GO:0005829; GO:0006661; GO:0008289; GO:0008526; GO:0012505; GO:0016020; GO:0030971; GO:0044297; GO:0048015,6.05E-05,3.09E-05,0.007681673,0.072230161,0.081649522,0.044361593,0.072230161,-3.7912548,0.063489402,0.034335724,5.746393344,0.003584033,0.040581115,-5.087525546,148933,1.391676029,20,0,0,6.05E-05,0.072230161,1193.987956,10.22157257,-3.7912548,-3.614411752,-4.494545028
Q8N5Y2,MSL3,MS3L1_HUMAN,"MSL complex [GO:0072487]; NuA4 histone acetyltransferase complex [GO:0035267]; nucleoplasm [GO:0005654]; DNA binding [GO:0003677]; methylated histone binding [GO:0035064]; chromatin remodeling [GO:0006338]; chromatin silencing [GO:0006342]; histone deacetylation [GO:0016575]; histone H2A acetylation [GO:0043968]; histone H4-K16 acetylation [GO:0043984]; transcription, DNA-templated [GO:0006351]",SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,Male-specific lethal 3 homolog (Male-specific lethal-3 homolog 1) (Male-specific lethal-3 protein-like 1) (MSL3-like 1),GO:0003677; GO:0005654; GO:0006338; GO:0006342; GO:0006351; GO:0016575; GO:0035064; GO:0035267; GO:0043968; GO:0043984; GO:0072487,8.72E-05,0.005158217,7.65E-05,0.019707031,0.029630217,0.019105187,0.019707031,-5.665145747,0.021040155,0.012294068,5.739213906,0.003601532,0.04072538,-5.093404867,59824,1.390134852,4,0,0,8.72E-05,0.019707031,225.9005564,7.819544014,-5.665145747,-5.076787001,-5.709891797
P04062,GBA,GLCM_HUMAN,extracellular exosome [GO:0070062]; extrinsic component of membrane [GO:0019898]; lysosomal lumen [GO:0043202]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; glucosylceramidase activity [GO:0004348]; scavenger receptor binding [GO:0005124]; signaling receptor binding [GO:0005102]; autophagosome organization [GO:1905037]; beta-glucoside catabolic process [GO:1901805]; cellular response to starvation [GO:0009267]; cellular response to tumor necrosis factor [GO:0071356]; ceramide biosynthetic process [GO:0046513]; glucosylceramide catabolic process [GO:0006680]; negative regulation of inflammatory response [GO:0050728]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of MAP kinase activity [GO:0043407]; negative regulation of neuron death [GO:1901215]; negative regulation of protein homooligomerization [GO:0032463]; positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization [GO:1904925]; positive regulation of neuronal action potential [GO:1904457]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of protein complex disassembly [GO:0043243]; positive regulation of protein dephosphorylation [GO:0035307]; positive regulation of protein lipidation [GO:1903061]; positive regulation of protein metabolic process [GO:0051247]; positive regulation of proteolysis involved in cellular protein catabolic process [GO:1903052]; regulation of cellular protein metabolic process [GO:0032268]; regulation of lysosomal protein catabolic process [GO:1905165]; regulation of macroautophagy [GO:0016241]; regulation of water loss via skin [GO:0033561]; response to dexamethasone [GO:0071548]; response to estrogen [GO:0043627]; response to pH [GO:0009268]; response to testosterone [GO:0033574]; response to thyroid hormone [GO:0097066]; skin morphogenesis [GO:0043589]; sphingosine biosynthetic process [GO:0046512]; termination of signal transduction [GO:0023021],"SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000269|PubMed:17187079, ECO:0000269|PubMed:17897319, ECO:0000269|PubMed:18022370}; Peripheral membrane protein {ECO:0000269|PubMed:17187079, ECO:0000269|PubMed:17897319, ECO:0000269|PubMed:18022370}; Lumenal side {ECO:0000269|PubMed:17187079, ECO:0000269|PubMed:17897319, ECO:0000269|PubMed:18022370}. Note=Interaction with saposin-C promotes membrane association. Targeting to lysosomes occurs through an alternative MPR-independent mechanism via SCARB2.",Glucosylceramidase (EC 3.2.1.45) (Acid beta-glucosidase) (Alglucerase) (Beta-glucocerebrosidase) (Beta-GC) (D-glucosyl-N-acylsphingosine glucohydrolase) (Imiglucerase),GO:0004348; GO:0005102; GO:0005124; GO:0005764; GO:0005765; GO:0006680; GO:0009267; GO:0009268; GO:0016241; GO:0019898; GO:0023021; GO:0032268; GO:0032436; GO:0032463; GO:0032715; GO:0033561; GO:0033574; GO:0035307; GO:0043202; GO:0043243; GO:0043407; GO:0043589; GO:0043627; GO:0046512; GO:0046513; GO:0050728; GO:0051247; GO:0070062; GO:0071356; GO:0071548; GO:0097066; GO:1901215; GO:1901805; GO:1903052; GO:1903061; GO:1904457; GO:1904925; GO:1905037; GO:1905165,0.000110849,0.000282314,0.000147324,0.020262228,0.010804831,0.01486223,0.01486223,-6.072205597,0.015129601,0.007744963,5.736938041,0.0036071,0.040734539,-5.095269777,59716,1.3900372,10,0,0,0.000147324,0.01486223,100.8809389,6.656509797,-5.625063362,-6.532179663,-6.072205597
P49815,TSC2,TSC2_HUMAN,cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; lysosome [GO:0005764]; membrane [GO:0016020]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; TSC1-TSC2 complex [GO:0033596]; GTPase activator activity [GO:0005096]; Hsp90 protein binding [GO:0051879]; phosphatase binding [GO:0019902]; protein homodimerization activity [GO:0042803]; small GTPase binding [GO:0031267]; anoikis [GO:0043276]; endocytosis [GO:0006897]; heart development [GO:0007507]; insulin-like growth factor receptor signaling pathway [GO:0048009]; negative regulation of cell proliferation [GO:0008285]; negative regulation of insulin receptor signaling pathway [GO:0046627]; negative regulation of mitophagy [GO:1901525]; negative regulation of phosphatidylinositol 3-kinase signaling [GO:0014067]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of protein kinase B signaling [GO:0051898]; negative regulation of TOR signaling [GO:0032007]; negative regulation of Wnt signaling pathway [GO:0030178]; neural tube closure [GO:0001843]; positive chemotaxis [GO:0050918]; positive regulation of macroautophagy [GO:0016239]; protein import into nucleus [GO:0006606]; protein kinase B signaling [GO:0043491]; protein localization [GO:0008104]; regulation of cell cycle [GO:0051726]; regulation of endocytosis [GO:0030100]; regulation of insulin receptor signaling pathway [GO:0046626]; regulation of small GTPase mediated signal transduction [GO:0051056]; vesicle-mediated transport [GO:0016192]; viral process [GO:0016032],SUBCELLULAR LOCATION: Cytoplasm. Membrane; Peripheral membrane protein. Note=At steady state found in association with membranes.,Tuberin (Tuberous sclerosis 2 protein),GO:0001843; GO:0005096; GO:0005634; GO:0005737; GO:0005764; GO:0005794; GO:0005829; GO:0006469; GO:0006606; GO:0006897; GO:0007507; GO:0008104; GO:0008285; GO:0014067; GO:0016020; GO:0016032; GO:0016192; GO:0016239; GO:0019902; GO:0030100; GO:0030178; GO:0031267; GO:0032007; GO:0033596; GO:0042803; GO:0043276; GO:0043491; GO:0046626; GO:0046627; GO:0048009; GO:0048471; GO:0050918; GO:0051056; GO:0051726; GO:0051879; GO:0051898; GO:1901525,0.000126973,0.000127929,0.000195813,0.062171671,0.049421034,0.032267059,0.049421034,-4.338730999,0.047803016,0.024051746,5.733099259,0.003616517,0.040787067,-5.098416674,200608,1.38947752,28,0,0,0.000127929,0.049421034,386.3163382,8.593638884,-4.007598841,-4.338730999,-4.953794124
